Spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.
Valid	We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.
Spam	Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
Valid	Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
Valid	Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..
Spam	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
Valid	I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...
Valid	Sorry, I'll call later
Valid	I cant pick the phone right now. Pls send a message
Valid	Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
Valid	Not getting anywhere with this damn job hunting over here!
Valid	Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
Valid	idc get over here, you are not weaseling your way out of this shit twice in a row
Valid	I wil be there with in  &lt;#&gt;  minutes. Got any space
Valid	Just sleeping..and surfing
Valid	Thanks for picking up the trash.
Valid	Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
Valid	"Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"
Valid	Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
Valid	That means get the door
Valid	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
Valid	Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?
Valid	Beerage?
Spam	You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
Valid	Dont think so. It turns off like randomlly within 5min of opening
Valid	She was supposed to be but couldn't make it, she's still in town though
Valid	It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
Spam	Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
Spam	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.
Valid	Gud mrng dear hav a nice day
Valid	This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
Valid	All e best 4 ur driving tmr :-)
Valid	Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
Valid	Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
Valid	There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
Valid	it's really getting me down just hanging around.
Spam	Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
Valid	"Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"
Valid	Ok i msg u b4 i leave my house.
Valid	"Gimme a few" was  &lt;#&gt;  minutes ago
Spam	Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
Valid	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
Spam	FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
Spam	You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
Valid	K I'll be there before 4.
Valid	I dled 3d its very imp
Valid	sure, but make sure he knows we ain't smokin yet
Valid	Boooo you always work. Just quit.
Valid	I am taking half day leave bec i am not well
Valid	Ugh I don't wanna get out of bed. It's so warm.
Valid	S:)s.nervous  &lt;#&gt; :)
Valid	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
Spam	Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
Valid	I borrow ur bag ok.
Spam	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT
Valid	Where's my boytoy? I miss you ... What happened?
Valid	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up
Valid	Also are you bringing galileo or dobby
Valid	Then why you not responding
Valid	"BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX."
Valid	Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
Valid	On the road so cant txt
Spam	SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
Spam	25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Valid	Have a good evening! Ttyl
Valid	Hmm .. Bits and pieces lol ... *sighs* ...
Valid	Hahaha..use your brain dear
Valid	Hey. You got any mail?
Valid	Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around
Valid	Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
Spam	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
Valid	Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
Spam	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
Valid	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago
Valid	Surely result will offer:)
Valid	Good Morning my Dear........... Have a great &amp; successful day.
Spam	Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
Valid	Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks
Spam	We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
Spam	Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
Valid	I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
Valid	Pls send me a comprehensive mail about who i'm paying, when and how much.
Valid	Our Prashanthettan's mother passed away last night. pray for her and family.
Spam	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
Valid	K.k:)when are you going?
Valid	Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
Valid	My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
Valid	I am in office:)whats the matter..msg me now.i will call you at break:).
Valid	Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later
Spam	Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X
Valid	U reach orchard already? U wan 2 go buy tickets first?
Valid	I am real, baby! I want to bring out your inner tigress...
Valid	No da if you run that it activate the full version da.
Valid	"AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."
Valid	Stop the story. I've told him i've returned it and he's saying i should not re order it.
Spam	Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
Valid	Going to take your babe out ?
Valid	Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
Valid	Spoons it is then okay?
Valid	Did he just say somebody is named tampa
Valid	In work now. Going have in few min.
Valid	Your brother is a genius
Valid	Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you
Valid	Did u find out what time the bus is at coz i need to sort some stuff out.
Valid	Dude ive been seeing a lotta corvettes lately
Spam	Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
Valid	Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter
Spam	PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
Spam	Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
Spam	What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
Valid	Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!
Valid	Its going good...no problem..but still need little experience to understand american customer voice...
Valid	I'll text you when I drop x off
Valid	Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
Valid	Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
Spam	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
Valid	Are you in castor? You need to see something
Spam	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
Spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
Spam	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
Spam	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
Valid	see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.
Valid	I love to give massages. I use lots of baby oil... What is your fave position?
Valid	Dude we should go sup again
Valid	Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
Valid	Gibbs unsold.mike hussey
Valid	I like to talk pa but am not able to. I dont know y.
Valid	Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
Valid	You unbelievable faglord
Valid	Wife.how she knew the time of murder exactly
Valid	Why do you ask princess?
Valid	I am great princess! What are you thinking about me? :)
Valid	Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
Valid	It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
Valid	Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
Valid	Superb Thought- "Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.":-)
Valid	Hope you are having a good week. Just checking in
Valid	I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.
Valid	Thursday night? Yeah, sure thing, we'll work it out then
Spam	Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
Valid	Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
Valid	How is it possible to teach you. And where.
Valid	I wonder if your phone battery went dead ? I had to tell you, I love you babe
Valid	Lovely smell on this bus and it ain't tobacco... 
Valid	We're all getting worried over here, derek and taylor have already assumed the worst
Valid	Hey what's up charles sorry about the late reply.
Spam	all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468
Valid	I.ll give her once i have it. Plus she said grinule greet you whenever we speak
Valid	WHITE FUDGE OREOS ARE IN STORES
Spam	January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
Valid	My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
Valid	I am sorry it hurt you.
Valid	Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
Valid	Ok lor but not too early. Me still having project meeting now.
Valid	Call me da, i am waiting for your call.
Valid	I could ask carlos if we could get more if anybody else can chip in
Valid	Was actually about to send you a reminder today. Have a wonderful weekend
Valid	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
Valid	Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
Valid	Dont talk to him ever ok its my word.
Valid	When u wana see it then
Valid	On ma way to school. Can you pls send me ashley's number
Valid	It shall be fine. I have avalarr now. Will hollalater
Valid	She went to attend another two rounds today..but still did't reach home..
Valid	Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
Valid	K, wait chikku..il send aftr  &lt;#&gt; mins
Valid	But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
Valid	K:)i will give my kvb acc details:)
Valid	Oh all have to come ah?
Spam	money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
Valid	I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
Valid	Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
Valid	So do you have samus shoulders yet
Valid	What time you think you'll have it? Need to know when I should be near campus
Spam	Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.
Valid	Then dun wear jeans lor...
Valid	Since when, which side, any fever, any vomitin.
Valid	K:)k.are you in college?
Spam	Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+
Valid	Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
Valid	No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
Valid	Theyre doing it to lots of places. Only hospitals and medical places are safe.
Spam	How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
Valid	And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
Valid	I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones
Valid	I cant wait to see you! How were the photos were useful? :)
Spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Valid	Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
Valid	Chk in ur belovd ms dict
Valid	Is that what time you want me to come?
Valid	Awesome, lemme know whenever you're around
Valid	Shb b ok lor... Thanx...
Valid	Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOOD NIGHT
Valid	Also remember to get dobby's bowl from your car
Spam	Filthy stories and GIRLS waiting for your
Valid	Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
Valid	Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
Valid	Welp apparently he retired
Valid	My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
Valid	Where @
Valid	U sure u can't take any sick time?
Spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
Valid	Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
Valid	Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
Valid	Are you this much buzy
Valid	Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
Valid	I am not sure about night menu. . . I know only about noon menu
Valid	What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
Valid	Are you willing to go for aptitude class.
Valid	It wont b until 2.15 as trying 2 sort house out, is that ok?
Valid	Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?
Valid	Haha awesome, omw back now then
Valid	Yup i thk so until e shop closes lor.
Valid	what is your account number?
Valid	Eh u send wrongly lar...
Valid	Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
Valid	Ok i shall talk to him
Valid	Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
Valid	Hey you can pay. With salary de. Only  &lt;#&gt; .
Valid	Another month. I need chocolate weed and alcohol.
Valid	If he started searching he will get job in few days.he have great potential and talent.
Valid	Reckon need to be in town by eightish to walk from * carpark.
Spam	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.
Valid	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
Valid	Yo guess what I just dropped
Valid	Carlos says he'll be at mu in  &lt;#&gt;  minutes
Valid	I'm in office now . I will call you  &lt;#&gt;  min:)
Valid	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*
Valid	Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn
Valid	Ugh. Gotta drive back to sd from la. My butt is sore.
Valid	26th OF JULY
Valid	Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
Valid	Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
Valid	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
Valid	I can't, I don't have her number!
Valid	Change again... It's e one next to escalator...
Valid	Yetunde i'm in class can you not run water on it to make it ok. Pls now.
Valid	Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
Valid	Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
Valid	Aight will do, thanks again for comin out
Valid	No..but heard abt tat..
Spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
Valid	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
Valid	&lt;#&gt;  am I think? Should say on syllabus
Valid	Umma. Did she say anything
Valid	Give me a sec to think think about it
Spam	Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
Valid	I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
Valid	Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .
Valid	Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala
Valid	Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
Valid	I just got home babe, are you still awake ?
Valid	I dunno they close oredi not... Ü v ma fan...
Valid	Just buy a pizza. Meat lovers or supreme. U get to pick.
Valid	Ya, told..she was asking wats matter?
Valid	Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!
Spam	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
Valid	Shall i send that exe to your mail id.
Valid	Nope watching tv at home... Not going out. V bored...
Valid	Don know..wait i will check it.
Valid	Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
Spam	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
Valid	We still on for tonight?
Valid	May i call You later Pls
Valid	Hasn't that been the pattern recently crap weekends?
Valid	I have a sore throat. It's scratches when I talk
Valid	Yes da. Any plm at ur office
Valid	Are you not around or just still asleep? :V
Valid	Lol you forgot it eh ? Yes, I'll bring it in babe
Valid	Its good, we'll find a way
Valid	Can not use foreign stamps in this country. Good lecture .
Valid	Yup bathe liao...
Valid	HAPPY NEW YEAR MY NO.1 MAN
Valid	OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!
Valid	ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
Valid	Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*
Valid	No my blankets are sufficient, thx
Valid	naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt
Valid	Edison has rightly said, "A fool can ask more questions than a wise man can answer" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
Valid	They just talking thats it de. They wont any other.
Valid	Today am going to college so am not able to atten the class.
Valid	I'm in class. Will holla later
Valid	Easy ah?sen got selected means its good..
Valid	Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
Spam	We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p
Valid	Come round, it's . 
Valid	Do 1 thing! Change that sentence into: "Because i want 2 concentrate in my educational career im leaving here.."
Spam	1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!
Valid	I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
Spam	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
Valid	Are you available for soiree on June 3rd?
Valid	Do u noe wat time e place dat sells 4d closes?
Valid	I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished
Valid	Jay's getting really impatient and belligerent
Valid	HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
Valid	I'm at work. Please call
Valid	Then u drive lor.
Valid	Ard 515 like dat. Y?
Valid	Tell me they're female :V how're you throwing in? We're deciding what all to get now
Spam	EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
Valid	I'm working technical support :)voice process.networking field.
Valid	I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
Valid	Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
Spam	We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
Valid	That's fine, I'll bitch at you about it later then
Valid	No my mum went 2 dentist.
Valid	Once free call me sir. I am waiting for you.
Valid	Meeting u is my work. . . Tel me when shall i do my work tomorrow
Spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
Valid	Jus finish bathing...
Valid	alright, I'll make sure the car is back tonight
Spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
Spam	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
Valid	Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
Valid	Aight ill get on fb in a couple minutes
Valid	Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
Valid	Where can download clear movies. Dvd copies.
Valid	Yep, by the pretty sculpture
Valid	Convey my regards to him
Valid	Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
Valid	You tell what happen dont behave like this to me. Ok no need to say
Valid	Can u get pic msgs to your phone?
Valid	Send to someone else :-)
Valid	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
Valid	For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
Valid	FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)
Valid	I don't think he has spatula hands!
Valid	You can never do NOTHING
Spam	You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
Valid	Goodmorning today i am late for  &lt;DECIMAL&gt; min.
Spam	WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
Valid	Please da call me any mistake from my side sorry da. Pls da goto doctor.
Valid	Where r we meeting?
Valid	Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.
Valid	Now only i reached home. . . I am very tired now. . I will come tomorro
Valid	Ryder unsold.now gibbs.
Spam	Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
Valid	Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
Valid	NO GIFTS!! You trying to get me to throw myself off a cliff or something?
Valid	Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
Valid	You busy or can I come by at some point and figure out what we're doing tomorrow
Valid	Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary
Valid	Black shirt n blue jeans... I thk i c ü...
Valid	Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
Spam	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
Valid	on hen night. Going with a swing
